Проверка количества текущих сущностей.
Я создал 5 новых Item и это можно увидеть по вызову данной команды


D:\projects\job4j_tracker>jmap -histo 1440
 num     #instances         #bytes  class name (module)
 707:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@16.0.2)
 708:             1             32  [Ljava.net.Proxy$Type; (java.base@16.0.2)
 709:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@16.0.2)
 710:             1             32  [Ljava.security.DrbgParameters$Capability; (java.base@16.0.2)
 711:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@16.0.2)
 712:             1             32  [Ljava.time.format.ResolverStyle; (java.base@16.0.2)
 713:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@16.0.2)
 714:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@16.0.2)
 715:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@16.0.2)
 716:             1             32  [Ljava.util.stream.StreamShape; (java.base@16.0.2)
 717:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@16.0.2)
 718:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@16.0.2)
 719:             2             32  com.sun.jmx.mbeanserver.GetPropertyAction (java.management@16.0.2)
 720:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@16.0.2)
 721:             1             32  com.sun.jmx.remote.internal.ArrayQueue (java.management@16.0.2)
 722:             1             32  com.sun.management.GarbageCollectionNotificationInfo (jdk.management@16.0.2)
 723:             1             32  java.io.FileInputStream (java.base@16.0.2)
 724:             1             32  java.io.WinNTFileSystem (java.base@16.0.2)
 725:             2             32  java.lang.Boolean (java.base@16.0.2)
 726:             2             32  java.lang.ClassValue$Identity (java.base@16.0.2)
 727:             1             32  java.lang.Module$ArchivedData (java.base@16.0.2)
 728:             2             32  java.lang.Shutdown$Lock (java.base@16.0.2)
 729:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@16.0.2)
 730:             2             32  java.nio.ByteOrder (java.base@16.0.2)
 731:             2             32  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@16.0.2)
 732:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@16.0.2)
 733:             2             32  java.util.LinkedHashMap$LinkedEntrySet (java.base@16.0.2)
 734:             2             32  java.util.Optional (java.base@16.0.2)
 735:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@16.0.2)
 736:             1             32  java.util.Spliterators$ArraySpliterator (java.base@16.0.2)
 737:             2             32  java.util.TreeSet (java.base@16.0.2)
 738:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@16.0.2)
 739:             1             32  java.util.concurrent.SynchronousQueue (java.base@16.0.2)
 740:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@16.0.2)
 741:             1             32  java.util.concurrent.atomic.LongAdder (java.base@16.0.2)
 742:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@16.0.2)
 743:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@16.0.2)
 744:             2             32  java.util.regex.Pattern$$Lambda$19/0x800000026 (java.base@16.0.2)
 745:             2             32  java.util.regex.Pattern$BranchConn (java.base@16.0.2)
 746:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@16.0.2)
 747:             2             32  javax.management.NotificationFilterSupport (java.management@16.0.2)
 748:             1             32  javax.management.remote.JMXServiceURL (java.management@16.0.2)
 749:             1             32  javax.management.remote.NotificationResult (java.management@16.0.2)
 750:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@16.0.2)
 751:             2             32  jdk.internal.module.ModuleResolution (java.base@16.0.2)
 752:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@16.0.2)
 753:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@16.0.2)
 754:             1             32  jdk.management.jfr.FlightRecorderMXBeanImpl$MXBeanListener (jdk.management.jfr@16.0.2)
 755:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@16.0.2)
 756:             1             32  sun.instrument.InstrumentationImpl (java.instrument@16.0.2)
 757:             1             32  sun.management.MappedMXBeanType$InProgress (java.management@16.0.2)
 758:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1 (jdk.management.agent@16.0.2)
 759:             2             32  sun.rmi.server.UnicastRef2 (java.rmi@16.0.2)
 760:             1             32  sun.rmi.server.UnicastServerRef (java.rmi@16.0.2)
 761:             2             32  sun.rmi.server.WeakClassHashMap$ValueCell (java.rmi@16.0.2)
 762:             1             32  sun.rmi.transport.DGCImpl$LeaseInfo (java.rmi@16.0.2)
 763:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop (java.rmi@16.0.2)
 764:             1             32  sun.security.util.KnownOIDs$1 (java.base@16.0.2)
 765:             1             32  sun.security.util.KnownOIDs$10 (java.base@16.0.2)
 766:             1             32  sun.security.util.KnownOIDs$2 (java.base@16.0.2)
 767:             1             32  sun.security.util.KnownOIDs$3 (java.base@16.0.2)
 768:             1             32  sun.security.util.KnownOIDs$4 (java.base@16.0.2)
 769:             1             32  sun.security.util.KnownOIDs$5 (java.base@16.0.2)
 770:             1             32  sun.security.util.KnownOIDs$6 (java.base@16.0.2)
 771:             1             32  sun.security.util.KnownOIDs$7 (java.base@16.0.2)
 772:             1             32  sun.security.util.KnownOIDs$8 (java.base@16.0.2)
 773:             1             32  sun.security.util.KnownOIDs$9 (java.base@16.0.2)
 774:             2             32  sun.util.resources.LocaleData (java.base@16.0.2)
 775:             1             24  [Ljava.io.File$PathStatus; (java.base@16.0.2)
 776:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@16.0.2)
 777:             1             24  [Ljava.lang.management.MemoryType; (java.management@16.0.2)
 778:             1             24  [Ljava.net.InetSocketAddress; (java.base@16.0.2)
 779:             1             24  [Ljava.security.Permission; (java.base@16.0.2)
 780:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@16.0.2)
 781:             1             24  [Ljava.util.Locale$Category; (java.base@16.0.2)
 782:             1             24  [Ljava.util.jar.Manifest; (java.base@16.0.2)
 783:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@16.0.2)
 784:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@16.0.2)
 785:             1             24  com.sun.jmx.remote.internal.ArrayNotificationBuffer$NamedNotification (java.management@16.0.2)
 786:             1             24  com.sun.jmx.remote.internal.ArrayNotificationBuffer$ShareBuffer (java.management@16.0.2)
 787:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@16.0.2)
 788:             1             24  com.sun.management.internal.OperatingSystemImpl (jdk.management@16.0.2)
 789:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@16.0.2)
 790:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@16.0.2)
 791:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@16.0.2)
 792:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@16.0.2)
 793:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@16.0.2)
 794:             1             24  java.lang.Double (java.base@16.0.2)
 795:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@16.0.2)
 796:             1             24  java.lang.invoke.VarHandles$1 (java.base@16.0.2)
 797:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@16.0.2)
 798:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@16.0.2)
 799:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@16.0.2)
 800:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@16.0.2)
 801:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@16.0.2)
 802:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@16.0.2)
 803:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@16.0.2)
 804:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@16.0.2)
 805:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@16.0.2)
 806:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@16.0.2)
 807:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@16.0.2)
 808:             1             24  java.lang.reflect.Proxy$1 (java.base@16.0.2)
 809:             1             24  java.net.Inet6AddressImpl (java.base@16.0.2)
 810:             1             24  java.net.Proxy (java.base@16.0.2)
 811:             1             24  java.net.SocketPermissionCollection (java.base@16.0.2)
 812:             1             24  java.time.ZoneRegion (java.base@16.0.2)
 813:             1             24  java.time.format.DateTimePrintContext (java.base@16.0.2)
 814:             1             24  java.time.format.DecimalStyle (java.base@16.0.2)
 815:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@16.0.2)
 816:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@16.0.2)
 817:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@16.0.2)
 818:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@16.0.2)
 819:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@16.0.2)
 820:             1             24  java.util.Collections$EmptyMap (java.base@16.0.2)
 821:             1             24  java.util.Collections$SynchronizedCollection (java.base@16.0.2)
 822:             1             24  java.util.Locale$Cache (java.base@16.0.2)
 823:             1             24  java.util.OptionalInt (java.base@16.0.2)
 824:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@16.0.2)
 825:             1             24  java.util.Scanner$PatternLRUCache (java.base@16.0.2)
 826:             1             24  java.util.concurrent.Executors$RunnableAdapter (java.base@16.0.2)
 827:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@16.0.2)
 828:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base@16.0.2)
 829:             1             24  java.util.jar.Manifest (java.base@16.0.2)
 830:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@16.0.2)
 831:             1             24  java.util.regex.Pattern$$Lambda$21/0x80000002b (java.base@16.0.2)
 832:             1             24  java.util.regex.Pattern$BmpCharProperty (java.base@16.0.2)
 833:             1             24  java.util.regex.Pattern$CharPredicate$$Lambda$20/0x0000000800c47ab0 (java.base@16.0.2)
 834:             1             24  java.util.regex.Pattern$CharProperty (java.base@16.0.2)
 835:             1             24  java.util.regex.Pattern$Dollar (java.base@16.0.2)
 836:             1             24  java.util.regex.Pattern$GroupHead (java.base@16.0.2)
 837:             1             24  java.util.regex.Pattern$GroupTail (java.base@16.0.2)
 838:             1             24  java.util.regex.Pattern$Slice (java.base@16.0.2)
 839:             1             24  java.util.stream.Nodes$FixedNodeBuilder (java.base@16.0.2)
 840:             1             24  java.util.stream.ReferencePipeline$3$1 (java.base@16.0.2)
 841:             1             24  jdk.internal.jimage.ImageReader (java.base@16.0.2)
 842:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@16.0.2)
 843:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@16.0.2)
 844:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@16.0.2)
 845:             1             24  jdk.internal.module.ModuleHashes (java.base@16.0.2)
 846:             1             24  jdk.internal.ref.CleanerImpl (java.base@16.0.2)
 847:             1             24  jdk.jfr.FlightRecorderPermission (jdk.jfr@16.0.2)
 848:             1             24  jdk.jfr.internal.SecuritySupport$SecureRecorderListener (jdk.jfr@16.0.2)
 849:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@16.0.2)
 850:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@16.0.2)
 851:             1             24  ru.job4j.tracker.trackers.MemTracker
 852:             1             24  ru.job4j.tracker.ValidateInput
 853:             1             24  sun.instrument.TransformerManager (java.instrument@16.0.2)
 854:             1             24  sun.management.CompilationImpl (java.management@16.0.2)
 855:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@16.0.2)
 856:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@16.0.2)
 857:             1             24  sun.management.MemoryImpl (java.management@16.0.2)
 858:             1             24  sun.management.RuntimeImpl (java.management@16.0.2)
 859:             1             24  sun.management.VMManagementImpl (java.management@16.0.2)
 860:             1             24  sun.nio.cs.ISO_8859_1 (java.base@16.0.2)
 861:             1             24  sun.nio.cs.MS1251 (java.base@16.0.2)
 862:             1             24  sun.nio.cs.StandardCharsets (java.base@16.0.2)
 863:             1             24  sun.nio.cs.US_ASCII (java.base@16.0.2)
 864:             1             24  sun.nio.cs.UTF_16 (java.base@16.0.2)
 865:             1             24  sun.nio.cs.UTF_16BE (java.base@16.0.2)
 866:             1             24  sun.nio.cs.UTF_16LE (java.base@16.0.2)
 867:             1             24  sun.nio.cs.UTF_8 (java.base@16.0.2)
 868:             1             24  sun.nio.fs.WindowsFileSystem (java.base@16.0.2)
 869:             1             24  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@16.0.2)
 870:             1             24  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@16.0.2)
 871:             1             24  sun.rmi.transport.DGCImpl (java.rmi@16.0.2)
 872:             1             24  sun.rmi.transport.SequenceEntry (java.rmi@16.0.2)
 873:             1             24  sun.security.provider.DRBG (java.base@16.0.2)
 874:             1             24  sun.util.cldr.CLDRCalendarNameProviderImpl (java.base@16.0.2)
 875:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@16.0.2)
 876:             1             24  sun.util.locale.BaseLocale$Cache (java.base@16.0.2)
 877:             1             24  sun.util.locale.provider.CalendarNameProviderImpl (java.base@16.0.2)
 878:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@16.0.2)
 879:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@16.0.2)
 880:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@16.0.2)
 881:             1             16  [Ljava.lang.Throwable; (java.base@16.0.2)
 882:             1             16  [Ljava.lang.management.LockInfo; (java.management@16.0.2)
 883:             1             16  [Ljava.lang.management.MonitorInfo; (java.management@16.0.2)
 884:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@16.0.2)
 885:             1             16  [Ljava.security.Provider; (java.base@16.0.2)
 886:             1             16  [Ljava.security.cert.Certificate; (java.base@16.0.2)
 887:             1             16  [Ljava.text.FieldPosition; (java.base@16.0.2)
 888:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@16.0.2)
 889:             1             16  [Ljava.util.logging.Handler; (java.logging@16.0.2)
 890:             1             16  [Ljavax.management.remote.TargetedNotification; (java.management@16.0.2)
 891:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@16.0.2)
 892:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@16.0.2)
 893:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@16.0.2)
 894:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@16.0.2)
 895:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@16.0.2)
 896:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@16.0.2)
 897:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@16.0.2)
 898:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@16.0.2)
 899:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$5 (java.management@16.0.2)
 900:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$BroadcasterQuery (java.management@16.0.2)
 901:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$BufferListener (java.management@16.0.2)
 902:             1             16  com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout (java.management@16.0.2)
 903:             1             16  com.sun.jmx.remote.internal.ServerNotifForwarder$NotifForwarderBufferFilter (java.management@16.0.2)
 904:             1             16  com.sun.jmx.remote.security.SubjectDelegator (java.management@16.0.2)
 905:             1             16  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData$1 (jdk.management@16.0.2)
 906:             1             16  com.sun.management.internal.GcInfoCompositeData$1 (jdk.management@16.0.2)
 907:             1             16  com.sun.management.internal.GcInfoCompositeData$2 (jdk.management@16.0.2)
 908:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@16.0.2)
 909:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@16.0.2)
 910:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$45/0x0000000800c6bad0 (jdk.management@16.0.2)
 911:             1             16  java.io.FileDescriptor$1 (java.base@16.0.2)
 912:             1             16  java.io.FilePermission$1 (java.base@16.0.2)
 913:             1             16  java.io.ObjectInputFilter$Config$$Lambda$89/0x0000000800c3ec48 (java.base@16.0.2)
 914:             1             16  java.io.ObjectInputFilter$Config$$Lambda$90/0x0000000800c3f058 (java.base@16.0.2)
 915:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$91/0x0000000800c3f6d0 (java.base@16.0.2)
 916:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$92/0x0000000800c3f910 (java.base@16.0.2)
 917:             1             16  java.io.ObjectInputStream$$Lambda$123/0x0000000800c99b58 (java.base@16.0.2)
 918:             1             16  java.io.ObjectInputStream$$Lambda$124/0x0000000800c99f68 (java.base@16.0.2)
 919:             1             16  java.io.RandomAccessFile$2 (java.base@16.0.2)
 920:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@16.0.2)
 921:             1             16  java.lang.CharacterData00 (java.base@16.0.2)
 922:             1             16  java.lang.CharacterDataLatin1 (java.base@16.0.2)
 923:             1             16  java.lang.Class$$Lambda$82/0x0000000800c3ae98 (java.base@16.0.2)
 924:             1             16  java.lang.Float (java.base@16.0.2)
 925:             1             16  java.lang.InheritableThreadLocal (java.base@16.0.2)
 926:             1             16  java.lang.Module$$Lambda$62/0x0000000800c273a0 (java.base@16.0.2)
 927:             1             16  java.lang.Runtime (java.base@16.0.2)
 928:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@16.0.2)
 929:             1             16  java.lang.StringCoding$1 (java.base@16.0.2)
 930:             1             16  java.lang.System$2 (java.base@16.0.2)
 931:             1             16  java.lang.System$LoggerFinder$$Lambda$76/0x0000000800c2eaa8 (java.base@16.0.2)
 932:             1             16  java.lang.Terminator$1 (java.base@16.0.2)
 933:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@16.0.2)
 934:             1             16  java.lang.invoke.MemberName$Factory (java.base@16.0.2)
 935:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@16.0.2)
 936:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@16.0.2)
 937:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@16.0.2)
 938:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@16.0.2)
 939:             1             16  java.lang.invoke.VarHandle$1 (java.base@16.0.2)
 940:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@16.0.2)
 941:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$68/0x0000000800c2ace0 (java.management@16.0.2)
 942:             1             16  java.lang.management.ManagementFactory$$Lambda$42/0x0000000800c5f0e0 (java.management@16.0.2)
 943:             1             16  java.lang.management.ManagementFactory$$Lambda$55/0x0000000800c72040 (java.management@16.0.2)
 944:             1             16  java.lang.management.ManagementFactory$$Lambda$56/0x0000000800c72288 (java.management@16.0.2)
 945:             1             16  java.lang.management.ManagementFactory$$Lambda$57/0x0000000800c724c0 (java.management@16.0.2)
 946:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$43/0x0000000800c6a668 (java.management@16.0.2)
 947:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$46/0x0000000800c6fe90 (java.management@16.0.2)
 948:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$47/0x0000000800c700c8 (java.management@16.0.2)
 949:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$49/0x0000000800c70538 (java.management@16.0.2)
 950:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$53/0x0000000800c71bc8 (java.management@16.0.2)
 951:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$54/0x0000000800c71e00 (java.management@16.0.2)
 952:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@16.0.2)
 953:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda$34/0x80000003b (java.base@16.0.2)
 954:             1             16  java.lang.ref.Cleaner (java.base@16.0.2)
 955:             1             16  java.lang.ref.Cleaner$1 (java.base@16.0.2)
 956:             1             16  java.lang.ref.Reference$1 (java.base@16.0.2)
 957:             1             16  java.lang.reflect.Proxy$$Lambda$59/0x0000000800c26638 (java.base@16.0.2)
 958:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda$60/0x0000000800c26a68 (java.base@16.0.2)
 959:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$65/0x0000000800c27f40 (java.base@16.0.2)
 960:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$66/0x0000000800c28178 (java.base@16.0.2)
 961:             1             16  java.lang.reflect.ReflectAccess (java.base@16.0.2)
 962:             1             16  java.net.InetAddress$1 (java.base@16.0.2)
 963:             1             16  java.net.InetAddress$PlatformNameService (java.base@16.0.2)
 964:             1             16  java.net.SocketImpl$$Lambda$16/0x0000000800c46840 (java.base@16.0.2)
 965:             1             16  java.net.URI$1 (java.base@16.0.2)
 966:             1             16  java.net.URL$3 (java.base@16.0.2)
 967:             1             16  java.net.URL$DefaultFactory (java.base@16.0.2)
 968:             1             16  java.nio.Bits$1 (java.base@16.0.2)
 969:             1             16  java.nio.Buffer$1 (java.base@16.0.2)
 970:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@16.0.2)
 971:             1             16  java.rmi.server.ObjID$$Lambda$104/0x0000000800c84688 (java.rmi@16.0.2)
 972:             1             16  java.rmi.server.RMIClassLoader$2 (java.rmi@16.0.2)
 973:             1             16  java.security.AllPermission (java.base@16.0.2)
 974:             1             16  java.security.AllPermissionCollection (java.base@16.0.2)
 975:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@16.0.2)
 976:             1             16  java.text.DecimalFormatSymbols$$Lambda$58/0x80000005e (java.base@16.0.2)
 977:             1             16  java.time.chrono.IsoChronology (java.base@16.0.2)
 978:             1             16  java.time.format.DateTimeFormatter$$Lambda$49/0x800000055 (java.base@16.0.2)
 979:             1             16  java.time.format.DateTimeFormatter$$Lambda$50/0x800000056 (java.base@16.0.2)
 980:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda$48/0x800000054 (java.base@16.0.2)
 981:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@16.0.2)
 982:             1             16  java.time.format.DateTimeTextProvider (java.base@16.0.2)
 983:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@16.0.2)
 984:             1             16  java.time.temporal.TemporalQueries$1 (java.base@16.0.2)
 985:             1             16  java.time.temporal.TemporalQueries$2 (java.base@16.0.2)
 986:             1             16  java.time.temporal.TemporalQueries$3 (java.base@16.0.2)
 987:             1             16  java.time.temporal.TemporalQueries$4 (java.base@16.0.2)
 988:             1             16  java.time.temporal.TemporalQueries$5 (java.base@16.0.2)
 989:             1             16  java.time.temporal.TemporalQueries$6 (java.base@16.0.2)
 990:             1             16  java.time.temporal.TemporalQueries$7 (java.base@16.0.2)
 991:             1             16  java.util.Collections$EmptyEnumeration (java.base@16.0.2)
 992:             1             16  java.util.Collections$EmptyIterator (java.base@16.0.2)
 993:             1             16  java.util.Collections$EmptyList (java.base@16.0.2)
 994:             1             16  java.util.Collections$EmptySet (java.base@16.0.2)
 995:             1             16  java.util.EnumMap$1 (java.base@16.0.2)
 996:             1             16  java.util.IdentityHashMap$Values (java.base@16.0.2)
 997:             1             16  java.util.LinkedHashSet (java.base@16.0.2)
 998:             1             16  java.util.Locale$Builder (java.base@16.0.2)
 999:             1             16  java.util.ResourceBundle$1 (java.base@16.0.2)
1000:             1             16  java.util.ResourceBundle$Control (java.base@16.0.2)
1001:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@16.0.2)
1002:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@16.0.2)
1003:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@16.0.2)
1004:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@16.0.2)
1005:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@16.0.2)
1006:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@16.0.2)
1007:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@16.0.2)
1008:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@16.0.2)
1009:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@16.0.2)
1010:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@16.0.2)
1011:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@16.0.2)
1012:             1             16  java.util.function.Function$$Lambda$48/0x0000000800c70300 (java.base@16.0.2)
1013:             1             16  java.util.jar.Attributes (java.base@16.0.2)
1014:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@16.0.2)
1015:             1             16  java.util.logging.ErrorManager (java.logging@16.0.2)
1016:             1             16  java.util.logging.Level$$Lambda$41/0x80000004d (java.logging@16.0.2)
1017:             1             16  java.util.logging.Level$KnownLevel$$Lambda$39/0x80000004b (java.logging@16.0.2)
1018:             1             16  java.util.logging.Level$KnownLevel$$Lambda$40/0x80000004c (java.logging@16.0.2)
1019:             1             16  java.util.logging.Level$KnownLevel$$Lambda$42/0x80000004e (java.logging@16.0.2)
1020:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@16.0.2)
1021:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@16.0.2)
1022:             1             16  java.util.logging.Logging (java.logging@16.0.2)
1023:             1             16  java.util.logging.SimpleFormatter (java.logging@16.0.2)
1024:             1             16  java.util.logging.SimpleFormatter$$Lambda$95/0x0000000800c1adb0 (java.logging@16.0.2)
1025:             1             16  java.util.regex.CharPredicates$$Lambda$14/0x0000000800c461a0 (java.base@16.0.2)
1026:             1             16  java.util.regex.CharPredicates$$Lambda$17/0x0000000800c46a58 (java.base@16.0.2)
1027:             1             16  java.util.regex.Pattern$$Lambda$15/0x0000000800c465e8 (java.base@16.0.2)
1028:             1             16  java.util.regex.Pattern$$Lambda$30/0x0000000800c50978 (java.base@16.0.2)
1029:             1             16  java.util.regex.Pattern$BitClass (java.base@16.0.2)
1030:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x80000002e (java.base@16.0.2)
1031:             1             16  java.util.regex.Pattern$LastNode (java.base@16.0.2)
1032:             1             16  java.util.regex.Pattern$Node (java.base@16.0.2)
1033:             1             16  java.util.stream.Collectors$$Lambda$44/0x800000050 (java.base@16.0.2)
1034:             1             16  java.util.stream.Collectors$$Lambda$45/0x800000051 (java.base@16.0.2)
1035:             1             16  java.util.stream.Collectors$$Lambda$46/0x800000052 (java.base@16.0.2)
1036:             1             16  java.util.stream.Collectors$$Lambda$5/0x800000011 (java.base@16.0.2)
